Loyalty Number,activity_ratio,booking_trend,recency_at_end_of_2017,total_flights_2017,distance_2017,redeem_ratio,points_per_flight,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,churn
384686,0.8333333333333334,0.07692307692307693,0.0,25.0,35404.0,0.0,1361.6923076923076,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,73455.0,Single,Nova,10014.06,Standard,2012,8,0
536941,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,77934.0,Married,Nova,10016.29,Standard,2017,10,0
414584,0.5833333333333334,0.7777777777777778,0.0,23.0,37827.0,0.01977371259384583,1576.125,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,74490.0,Married,Nova,10049.29,Standard,2015,6,0
329833,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,P2T 6G3,Female,Doctor,129347.0,Single,Nova,10053.55,Standard,2015,5,0
627191,0.4166666666666667,-0.9333333333333333,6.0,14.0,16462.0,0.03231488793051084,1097.4666666666667,Canada,British Columbia,Vancouver,V6E 3D9,Female,Doctor,129347.0,Single,Nova,10053.55,Standard,2016,10,0
855381,0.5,19.0,0.0,19.0,25200.0,0.02392762191976509,1260.0,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,73455.0,Single,Nova,10058.74,Standard,2017,4,0
495369,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,46863.0,Married,Nova,10064.61,Standard,2018,7,0
263237,0.6666666666666666,0.8571428571428571,0.0,18.0,28779.0,0.019006254343293952,1514.6842105263158,Canada,Quebec,Quebec City,G1B 3L5,Male,Master,75891.0,Divorced,Nova,10083.49,Standard,2015,1,0
526784,1.0,-0.3,0.0,32.0,59137.0,0.0,1792.030303030303,Canada,British Columbia,Whistler,V6T 1Y8,Male,Master,75891.0,Divorced,Nova,10083.49,Standard,2016,7,0
714962,0.6666666666666666,0.1,0.0,19.0,25614.0,0.0,1280.7,Canada,Ontario,Toronto,P1J 8T7,Male,Master,75891.0,Divorced,Nova,10083.49,Standard,2016,6,0
783300,0.6666666666666666,0.5555555555555556,0.0,21.0,34080.0,0.015404477568146474,1549.090909090909,Canada,Ontario,Toronto,P1J 8T7,Female,Master,75891.0,Divorced,Nova,10083.49,Standard,2013,1,0
830818,0.08333333333333333,1.0,0.0,1.0,1854.0,0.0,927.0,Canada,Ontario,Toronto,P5S 6R4,Female,Master,75891.0,Divorced,Nova,10083.49,Standard,2017,11,0
821117,0.9166666666666666,0.17647058823529413,0.0,35.0,57693.0,0.0,1602.5833333333333,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,67762.0,Married,Nova,10097.69,Standard,2016,2,0
837360,0.6666666666666666,-0.6875,1.0,19.0,28865.0,0.0,1443.25,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,84837.0,Married,Nova,10103.65,Standard,2016,7,0
119731,0.75,0.5,0.0,28.0,46829.0,0.03781763826606876,1614.7931034482758,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,66055.0,Single,Nova,10103.66,Standard,2014,12,0
720557,0.5833333333333334,0.4444444444444444,0.0,20.0,28834.0,0.0,1373.047619047619,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,102525.0,Married,Nova,10110.96,Standard,2016,6,0
319387,0.5833333333333334,-0.23076923076923078,0.0,21.0,33262.0,0.0,1511.909090909091,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,86057.0,Married,Nova,10114.99,Standard,2015,12,0
290756,0.5833333333333334,0.7142857142857143,0.0,17.0,24218.0,0.02171848548660143,1345.4444444444443,Canada,Ontario,Sudbury,M5V 1G5,Male,College,73455.0,Married,Nova,10129.51,Standard,2013,6,0
826556,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,75250.0,Divorced,Nova,10130.93,Standard,2018,10,0
479766,0.5,-0.6666666666666666,1.0,14.0,24591.0,0.05091086532205595,1639.4,Canada,Ontario,Ottawa,K1G 4Z0,Male,High School or Below,75590.0,Married,Nova,10144.31,Standard,2015,11,0
163058,0.8333333333333334,-0.3888888888888889,1.0,27.0,37527.0,0.020917714772969515,1340.25,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,64526.0,Single,Nova,10145.44,Standard,2012,5,0
491690,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,51277.0,Married,Nova,2965.72,2018 Promotion,2018,3,0
961978,0.75,-0.26666666666666666,0.0,24.0,33284.0,0.03397926994141505,1331.36,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,64730.0,Divorced,Nova,10148.42,Standard,2014,6,0
299034,0.5833333333333334,0.25,0.0,16.0,24436.0,0.04890125629168883,1437.4117647058824,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,52947.0,Single,Nova,10155.3,Standard,2013,10,0
150004,0.5833333333333334,0.2857142857142857,2.0,14.0,17696.0,0.027010227722212805,1179.7333333333333,Canada,Ontario,London,M5B 3E4,Female,Bachelor,57887.0,Married,Nova,10168.27,Standard,2012,8,0
549562,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,83276.0,Divorced,Nova,10171.34,Standard,2018,1,0
684371,0.8333333333333334,0.21428571428571427,0.0,29.0,41921.0,0.0,1397.3666666666666,Canada,Ontario,Kingston,M9K 2P4,Male,College,73455.0,Single,Nova,10175.24,Standard,2015,2,0
317624,0.4166666666666667,0.0,0.0,18.0,17151.0,0.05293843283582089,902.6842105263158,Canada,Ontario,Toronto,M2M 7K8,Female,Master,83773.0,Married,Nova,10179.72,Standard,2014,7,0
529988,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,London,M5B 3E4,Female,Master,83773.0,Married,Nova,10179.72,Standard,2018,12,0
835764,0.5,-0.1,2.0,17.0,21298.0,0.025494154655148128,1183.2222222222222,Canada,Ontario,Toronto,M2M 7K8,Female,Master,83773.0,Married,Nova,10179.72,Standard,2014,1,0
395300,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,47360.0,Married,Nova,10193.77,Standard,2014,5,0
391091,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,P2T 6G3,Female,College,73455.0,Single,Nova,10196.11,Standard,2013,5,0
577844,0.6666666666666666,0.1,0.0,19.0,25024.0,0.013266733266733267,1251.2,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,73455.0,Single,Nova,10196.11,Standard,2014,3,0
166677,0.5833333333333334,-0.35294117647058826,3.0,26.0,30066.0,0.014301393554395183,1113.5555555555557,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,57870.0,Married,Nova,10208.93,Standard,2016,12,0
457797,0.5833333333333334,-0.3,0.0,15.0,28343.0,0.0,1771.4375,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,57870.0,Married,Nova,10208.93,Standard,2014,6,0
579322,0.6666666666666666,-0.5,1.0,16.0,24658.0,0.06334401232815605,1450.4705882352941,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,57870.0,Married,Nova,10208.93,Standard,2015,3,0
682194,0.5833333333333334,0.3333333333333333,0.0,19.0,38322.0,0.0,1916.1,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,57870.0,Married,Nova,10208.93,Standard,2015,7,0
719706,0.5,3.0,1.0,13.0,18825.0,0.0,1344.642857142857,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,57870.0,Married,Nova,10208.93,Standard,2013,5,0
472807,0.16666666666666666,-0.8571428571428571,9.0,6.0,9096.0,0.0,1299.4285714285713,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,58665.0,Married,Nova,10209.02,Standard,2013,4,0
348056,0.25,2.3333333333333335,0.0,11.0,19695.0,0.0,1641.25,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,63910.0,Married,Nova,10209.93,Standard,2017,5,0
836295,0.16666666666666666,-0.8333333333333334,9.0,5.0,10276.0,0.04544127663715092,1712.6666666666667,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,75869.0,Married,Nova,10213.99,Standard,2016,11,0
608087,0.3333333333333333,-0.4444444444444444,0.0,12.0,19057.0,0.0,1465.923076923077,Canada,British Columbia,Victoria,V10 6T5,Male,High School or Below,66205.0,Married,Nova,10232.85,Standard,2013,4,0
264733,0.6666666666666666,-0.18181818181818182,1.0,18.0,29558.0,0.018370039581853244,1555.6842105263158,Canada,Quebec,Montreal,H4G 3T4,Male,College,73455.0,Single,Nova,10242.41,Standard,2014,4,0
618112,0.5833333333333334,0.2222222222222222,0.0,18.0,34423.0,0.0,1811.7368421052631,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,73455.0,Single,Nova,10244.24,Standard,2015,4,0
256502,0.75,0.45454545454545453,0.0,25.0,39986.0,0.0,1537.923076923077,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,73455.0,Single,Nova,10255.8,Standard,2014,6,0
564813,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,75918.0,Single,Nova,10272.61,Standard,2018,5,0
952434,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,85808.0,Married,Nova,10280.81,Standard,2014,3,0
793328,0.16666666666666666,6.0,0.0,6.0,6907.0,0.0,986.7142857142857,Canada,Ontario,London,M5B 3E4,Male,Bachelor,102401.0,Married,Nova,10288.92,Standard,2017,9,0
861156,0.5,-0.36363636363636365,2.0,16.0,16527.0,0.0,972.1764705882352,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,79342.0,Married,Nova,10298.39,Standard,2018,12,0
749883,0.75,0.0,1.0,26.0,39676.0,0.008241550520452655,1469.4814814814815,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,104906.0,Married,Nova,10314.52,Standard,2015,7,0
381471,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,81032.0,Married,Nova,10339.6,Standard,2018,12,0
797897,0.5833333333333334,1.1428571428571428,0.0,20.0,33967.0,0.030793688177107866,1617.4761904761904,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,81032.0,Married,Nova,10339.6,Standard,2012,8,0
823665,0.5833333333333334,0.1,1.0,19.0,33679.0,0.03660926365795725,1683.95,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,61822.0,Divorced,Nova,10340.46,Standard,2012,8,0
903209,0.5,0.0,0.0,12.0,16786.0,0.0,1291.2307692307693,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,56965.0,Married,Nova,10348.01,Standard,2016,1,0
949406,0.3333333333333333,1.0,3.0,13.0,23785.0,0.0,1698.9285714285713,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,70495.0,Married,Nova,10357.63,Standard,2015,8,0
552441,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,60184.0,Married,Nova,3059.55,2018 Promotion,2018,3,0
908404,0.8333333333333334,1.125,0.0,23.0,27212.0,0.039539925770771325,1133.8333333333333,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,93800.0,Married,Nova,10359.02,Standard,2014,10,1
592302,0.08333333333333333,2.0,0.0,2.0,4844.0,0.0,1614.6666666666667,Canada,Quebec,Montreal,H2T 9K8,Male,College,73455.0,Married,Nova,10377.37,Standard,2017,9,0
111286,0.8333333333333334,1.1428571428571428,0.0,20.0,31224.0,0.0,1486.857142857143,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,55923.0,Married,Nova,10382.38,Standard,2013,7,0
432145,0.9166666666666666,0.36363636363636365,0.0,24.0,33911.0,0.050778485491861286,1356.44,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Master,75548.0,Divorced,Nova,10382.5,Standard,2015,4,0
554155,0.3333333333333333,10.0,0.0,10.0,11415.0,0.0,1037.7272727272727,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,76706.0,Single,Nova,10388.55,Standard,2017,8,0
473674,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,47715.0,Divorced,Nova,3096.51,2018 Promotion,2018,4,0
909106,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,100322.0,Married,Nova,10392.96,Standard,2018,9,0
708360,0.5833333333333334,-0.08333333333333333,0.0,21.0,28500.0,0.018666011718887057,1295.4545454545455,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,48445.0,Married,Nova,10394.36,Standard,2016,2,0
512522,0.5,0.8571428571428571,0.0,18.0,28557.0,0.026962672456054347,1503.0,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,73455.0,Married,Nova,10395.71,Standard,2017,2,0
838584,0.6666666666666666,1.8,0.0,17.0,31142.0,0.014064155669010692,1730.111111111111,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,73455.0,Married,Nova,10395.71,Standard,2016,5,0
785992,0.8333333333333334,1.0,0.0,28.0,29532.0,0.051061524396437886,1018.3448275862069,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Master,102782.0,Divorced,Nova,10408.97,Standard,2016,11,0
889023,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,P1J 8T7,Female,Master,102782.0,Divorced,Nova,10408.97,Standard,2018,7,0
326803,0.6666666666666666,-0.5882352941176471,0.0,22.0,38128.0,0.00980880694484513,1657.7391304347825,Canada,Ontario,Toronto,P1L 8X8,Female,Doctor,274242.0,Married,Nova,10418.31,Standard,2012,11,0
182785,0.4166666666666667,0.16666666666666666,2.0,11.0,16365.0,0.0,1363.75,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,70208.0,Married,Nova,10426.09,Standard,2015,7,0
183456,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,69091.0,Married,Nova,10436.57,Standard,2018,5,0
799148,0.16666666666666666,2.0,0.0,2.0,3216.0,0.0,1072.0,Canada,Ontario,Toronto,M8Y 4K8,Female,High School or Below,69091.0,Married,Nova,10436.57,Standard,2017,9,0
192141,0.9166666666666666,0.14285714285714285,0.0,28.0,51457.0,0.0286641532900618,1774.3793103448277,Canada,Alberta,Edmonton,T3G 6Y6,Male,College,73455.0,Single,Nova,10442.45,Standard,2012,9,0
821462,0.16666666666666666,2.0,0.0,2.0,4730.0,0.0,1576.6666666666667,Canada,Ontario,Sudbury,M5V 1G5,Female,Bachelor,85766.0,Divorced,Nova,10453.26,Standard,2017,7,0
358054,0.3333333333333333,-0.16666666666666666,3.0,9.0,13024.0,0.0,1302.4,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,73455.0,Single,Nova,10461.58,Standard,2017,1,0
738253,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,60519.0,Married,Nova,10481.94,Standard,2018,11,0
864084,0.5833333333333334,-0.5384615384615384,1.0,17.0,16924.0,0.0,940.2222222222222,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,60519.0,Married,Nova,10481.94,Standard,2015,4,0
841674,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,33449.0,Divorced,Nova,3096.51,2018 Promotion,2018,3,1
471706,0.5,1.0,0.0,16.0,24136.0,0.058830840618138126,1419.764705882353,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,76622.0,Divorced,Nova,10484.92,Standard,2018,11,0
584737,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,76622.0,Divorced,Nova,10484.92,Standard,2018,6,0
792915,0.75,0.4166666666666667,0.0,27.0,36802.0,0.014917262179713611,1314.357142857143,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,76622.0,Divorced,Nova,10484.92,Standard,2016,11,0
959402,0.5833333333333334,-0.16666666666666666,0.0,20.0,29480.0,0.039381296428208,1403.8095238095239,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,76622.0,Divorced,Nova,10484.92,Standard,2016,8,0
482169,0.4166666666666667,-0.14285714285714285,0.0,11.0,14449.0,0.04636678200692042,1204.0833333333333,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,54340.0,Married,Nova,10487.74,Standard,2014,6,0
491986,0.5833333333333334,1.0,0.0,22.0,30409.0,0.010687273923051627,1322.1304347826087,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,84810.0,Married,Nova,10492.97,Standard,2017,1,0
788325,0.3333333333333333,-0.42857142857142855,0.0,9.0,12918.0,0.03436798513816859,1291.8,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,54117.0,Married,Nova,10498.93,Standard,2017,2,0
920175,0.4583333333333333,4.8,0.0,32.0,46147.0,0.010596342203345757,1398.3939393939395,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,54117.0,Married,Nova,10498.93,Standard,2017,2,0
442192,0.75,0.07142857142857142,0.0,27.0,37638.0,0.030367438029703233,1344.2142857142858,Canada,British Columbia,Vancouver,V6E 3D9,Male,High School or Below,60293.0,Married,Nova,10507.69,Standard,2013,3,0
812248,0.6666666666666666,-0.23076923076923078,2.0,21.0,30914.0,0.05974446061782306,1405.1818181818182,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,66084.0,Married,Nova,10517.16,Standard,2017,2,0
833233,0.5,1.375,0.0,25.0,31447.0,0.016980412108878146,1209.5,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,69183.0,Single,Nova,10551.15,Standard,2015,8,0
744204,0.5833333333333334,1.7142857142857142,0.0,24.0,43231.0,0.00811898593634345,1729.24,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,66856.0,Married,Nova,10552.17,Standard,2014,11,0
311346,0.6666666666666666,0.18181818181818182,1.0,22.0,32791.0,0.0,1425.695652173913,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,52765.0,Married,Nova,10552.43,Standard,2016,1,0
525740,0.75,0.18181818181818182,0.0,22.0,36018.0,0.011438407507149004,1566.0,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,52765.0,Married,Nova,10552.43,Standard,2014,10,0
492011,0.25,1.0,0.0,7.0,11218.0,0.03690168464212497,1402.25,Canada,Ontario,London,M5B 3E4,Male,Bachelor,65403.0,Married,Nova,10569.63,Standard,2018,5,0
415915,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,M2M 7K8,Male,College,73455.0,Married,Nova,3107.57,2018 Promotion,2018,3,0
442418,0.08333333333333333,5.0,0.0,5.0,4870.0,0.08745637446109629,811.6666666666666,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,46672.0,Married,Nova,10598.54,Standard,2017,11,0
127350,0.8333333333333334,0.6363636363636364,0.0,27.0,36383.0,0.0,1299.392857142857,Canada,Ontario,London,M5B 3E4,Male,High School or Below,51775.0,Divorced,Nova,10614.64,Standard,2014,4,0
212128,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,-49001.0,Married,Nova,3130.68,2018 Promotion,2018,2,0
470245,0.75,0.5833333333333334,0.0,29.0,51910.0,0.0,1730.3333333333333,Canada,Quebec,Montreal,H2T 9K8,Female,College,73455.0,Married,Nova,10623.41,Standard,2013,10,0
264409,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,22425.0,Married,Nova,3240.67,2018 Promotion,2018,2,0
302874,0.75,0.07692307692307693,0.0,25.0,44378.0,0.008765407061898645,1706.8461538461538,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,98404.0,Married,Nova,10628.06,Standard,2012,12,0
121930,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,58612.0,Married,Nova,10629.22,Standard,2018,10,0
199652,0.75,-0.5,1.0,25.0,30496.0,0.0,1172.923076923077,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,73322.0,Married,Nova,10629.34,Standard,2014,4,0
661469,0.5,0.2,0.0,20.0,30309.0,0.0,1443.2857142857142,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,73322.0,Married,Nova,10629.34,Standard,2017,2,0
787276,0.75,-0.25,0.0,26.0,42410.0,0.0,1570.7407407407406,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,90480.0,Married,Nova,10633.5,Standard,2016,9,0
295064,0.75,0.0,0.0,20.0,26353.0,0.016999316991728013,1254.904761904762,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,73455.0,Single,Nova,10634.84,Standard,2014,6,0
172532,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,84988.0,Married,Nova,10656.88,Standard,2018,7,0
281737,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,53927.0,Married,Nova,3331.45,2018 Promotion,2018,2,1
324248,0.5,-0.125,0.0,13.0,23503.0,0.04386487406398911,1678.7857142857142,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,84988.0,Married,Nova,10656.88,Standard,2013,8,0
649918,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,84988.0,Married,Nova,10656.88,Standard,2018,6,0
773364,0.6666666666666666,1.7142857142857142,0.0,24.0,34763.0,0.010671959498331607,1390.52,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,84988.0,Married,Nova,10656.88,Standard,2013,12,0
817932,0.4166666666666667,-0.4,3.0,6.0,8578.0,0.03415316470451102,1225.4285714285713,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,84988.0,Married,Nova,10656.88,Standard,2013,3,0
472933,0.5833333333333334,-0.8125,0.0,17.0,24113.0,0.014638799037903293,1339.611111111111,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,76281.0,Married,Nova,10660.9,Standard,2014,1,0
727072,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,76281.0,Married,Nova,10660.9,Standard,2013,9,0
415201,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,77574.0,Divorced,Nova,10662.63,Standard,2018,1,0
311841,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,70664.0,Married,Nova,10682.76,Standard,2018,1,0
592431,0.5833333333333334,1.5,0.0,12.0,17680.0,0.03755443696623494,1360.0,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,87017.0,Married,Nova,10700.5,Standard,2014,4,0
580212,0.6666666666666666,-0.35714285714285715,0.0,21.0,24265.0,0.04256985082007748,1102.9545454545455,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,94864.0,Divorced,Nova,10719.08,Standard,2012,5,0
975918,0.75,0.5,0.0,23.0,38063.0,0.02364438839848676,1585.9583333333333,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,94864.0,Divorced,Nova,10719.08,Standard,2014,5,0
892199,0.25,5.0,0.0,5.0,10310.0,0.0,1718.3333333333333,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,57398.0,Single,Nova,10720.42,Standard,2017,7,0
588292,0.3333333333333333,-0.36363636363636365,5.0,16.0,25934.0,0.017312512049354155,1525.5294117647059,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,50920.0,Married,Nova,10721.61,Standard,2016,11,0
314558,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,71649.0,Married,Nova,10722.06,Standard,2014,9,0
309639,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,87321.0,Married,Nova,10732.51,Standard,2018,7,0
512284,0.25,5.0,0.0,5.0,4590.0,0.0,765.0,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,80529.0,Divorced,Nova,10747.03,Standard,2017,8,0
232395,0.8333333333333334,1.4,0.0,32.0,39033.0,0.0,1182.8181818181818,Canada,Yukon,Whitehorse,Y2K 6R0,Male,College,73455.0,Divorced,Nova,10759.4,Standard,2014,2,0
237274,0.5,0.375,3.0,17.0,29257.0,0.017841274181420466,1625.388888888889,Canada,Ontario,Kingston,M9K 2P4,Male,College,73455.0,Divorced,Nova,10759.4,Standard,2014,3,0
208940,0.75,0.08333333333333333,0.0,23.0,39328.0,0.02321442192783951,1638.6666666666667,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,54637.0,Married,Nova,10808.07,Standard,2014,5,0
106623,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,77314.0,Married,Nova,10827.87,Standard,2018,9,0
819055,0.5833333333333334,0.1111111111111111,1.0,17.0,29861.0,0.011352220212979706,1658.9444444444443,Canada,Ontario,Toronto,P2T 6G3,Female,Doctor,214092.0,Divorced,Nova,10831.13,Standard,2012,11,0
913060,0.6666666666666666,-0.5625,0.0,21.0,28516.0,0.02935091349019883,1296.1818181818182,Canada,British Columbia,Vancouver,V6E 3D9,Male,Doctor,214092.0,Divorced,Nova,10831.13,Standard,2014,5,0
414661,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Quebec,Montreal,H3T 8L4,Female,High School or Below,73751.0,Married,Nova,10839.51,Standard,2015,11,0
970576,0.08333333333333333,3.0,2.0,3.0,4605.0,0.0,1151.25,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,High School or Below,73751.0,Married,Nova,10839.51,Standard,2017,9,0
210226,0.4166666666666667,-0.75,0.0,13.0,25242.0,0.0,1803.0,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,81443.0,Married,Nova,10852.96,Standard,2016,2,0
987122,0.3333333333333333,1.0,2.0,16.0,18640.0,0.0,1096.4705882352941,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,81443.0,Married,Nova,10852.96,Standard,2017,4,0
285982,0.3333333333333333,0.16666666666666666,1.0,11.0,16901.0,0.0,1408.4166666666667,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,75668.0,Married,Nova,10856.01,Standard,2012,5,0
553018,0.0,0.0,12.0,0.0,0.0,0.0,0.0,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,75668.0,Married,Nova,10856.01,Standard,2018,5,0
341302,0.25,0.75,1.0,9.0,15764.0,0.07015540754836663,1576.4,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,59152.0,Divorced,Nova,10856.18,Standard,2015,10,0
414033,0.25,9.0,0.0,9.0,10959.0,0.0,1095.9,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,84048.0,Single,Nova,10876.48,Standard,2017,9,0
